match_id,team_iso3,player_name,appearance_role,shirt_number,position_label,lineup_slot,minute_in,minute_out,minutes_played,is_captain,is_goalkeeper,data_source_name,data_quality_score
M002,CZE,Tomás Holes,unused,3,SUB,0,,,,false,false,ESPN public summary API,82
M002,CZE,Vladimír Darida,unused,8,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Hwang In-Beom,starter,6,CM-R,7,0,84,,false,false,ESPN public summary API,82
M002,KOR,Kim Min-Jae,starter,4,CD,5,0,,,false,false,ESPN public summary API,82
M002,KOR,Kim Seung-Gyu,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M002,KOR,Lee Gi-Hyuk,starter,3,CD-L,4,0,,,false,false,ESPN public summary API,82
M002,KOR,Lee Han-Beom,starter,2,CD-R,6,0,,,false,false,ESPN public summary API,82
M002,KOR,Lee Jae-Sung,starter,10,CF-L,11,0,62,,false,false,ESPN public summary API,82
M002,KOR,Lee Kang-In,starter,19,CF-R,10,0,,,false,false,ESPN public summary API,82
M002,KOR,Lee Tae-Seok,starter,13,LM,3,0,69,,false,false,ESPN public summary API,82
M002,KOR,Paik Seung-Ho,starter,8,CM-L,8,0,84,,false,false,ESPN public summary API,82
M002,KOR,Seol Young-Woo,starter,22,RM,2,0,,,false,false,ESPN public summary API,82
M002,KOR,Son Heung-Min,starter,7,F,9,0,69,,false,false,ESPN public summary API,82
M002,KOR,Bae Jun-Ho,unused,17,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Cho Gue-Sung,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Cho Wi-Je,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Eom Ji-Sung,bench,25,SUB,0,69,,,false,false,ESPN public summary API,82
M002,KOR,Hwang Hee-Chan,bench,11,SUB,0,62,,,false,false,ESPN public summary API,82
M002,KOR,Jens Castrop,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Jo Hyeon-Woo,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Kim Jin-Gyu,bench,24,SUB,0,84,,,false,false,ESPN public summary API,82
M002,KOR,Kim Moon-Hwan,unused,15,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Kim Tae-Hyeon,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Lee Dong-Gyeong,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Oh Hyeon-Gyu,bench,18,SUB,0,69,,,false,false,ESPN public summary API,82
M002,KOR,Park Jin-Seop,bench,16,SUB,0,84,,,false,false,ESPN public summary API,82
M002,KOR,Song Bum-Keun,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M002,KOR,Yang Hyun-Jun,unused,20,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Adam Hlozek,starter,9,CF-L,9,0,67,,false,false,ESPN public summary API,82
M003,CZE,Alexandr Sojka,starter,24,LM,3,0,55,,false,false,ESPN public summary API,82
M003,CZE,Ladislav Krejcí,starter,7,CD-L,4,0,,,false,false,ESPN public summary API,82
M003,CZE,Lukás Cerv,starter,12,AM,11,0,78,,false,false,ESPN public summary API,82
M003,CZE,Matej Kovár,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M003,CZE,Michal Sadílek,starter,18,CM-L,8,0,67,,false,false,ESPN public summary API,82
M003,CZE,Patrik Schick,starter,10,CF-R,10,0,,,false,false,ESPN public summary API,82
M003,CZE,Robin Hranác,starter,4,CD,5,0,,,false,false,ESPN public summary API,82
M003,CZE,Tomás Holes,starter,3,CD-R,6,0,,,false,false,ESPN public summary API,82
M003,CZE,Vladimír Coufal,starter,5,RM,2,0,,,false,false,ESPN public summary API,82
M003,CZE,Vladimír Darida,starter,8,CM-R,7,0,55,,false,false,ESPN public summary API,82
M003,CZE,David Doudera,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,David Zima,bench,2,SUB,0,78,,,false,false,ESPN public summary API,82
M003,CZE,Denis Visinský,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Hugo Sochurek,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Jan Kuchta,unused,11,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Jaroslav Zelený,bench,20,SUB,0,55,,,false,false,ESPN public summary API,82
M003,CZE,Jindrich Stanek,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Lukás Hornícek,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Lukás Provod,bench,17,SUB,0,67,,,false,false,ESPN public summary API,82
M003,CZE,Mojmír Chytil,unused,13,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Pavel Sulc,bench,15,SUB,0,55,,,false,false,ESPN public summary API,82
M003,CZE,Stepán Chaloupek,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Tomás Chorý,unused,19,SUB,0,,,,false,false,ESPN public summary API,82
M003,CZE,Tomás Soucek,bench,22,SUB,0,67,,,false,false,ESPN public summary API,82
M003,ZAF,Aubrey Modiba,starter,6,LB,3,0,,,false,false,ESPN public summary API,82
M003,ZAF,Ime Okon,starter,21,CD-R,5,0,,,false,false,ESPN public summary API,82
M003,ZAF,Iqraam Rayners,starter,15,F,9,0,66,,false,false,ESPN public summary API,82
M003,ZAF,Jayden Adams,starter,23,LM,8,0,45,,false,false,ESPN public summary API,82
M003,ZAF,Khuliso Mudau,starter,20,RB,2,0,,,false,false,ESPN public summary API,82
M003,ZAF,Mbekezeli Mbokazi,starter,14,CD-L,6,0,,,false,false,ESPN public summary API,82
M003,ZAF,Oswin Appollis,starter,7,LF,11,0,,,false,false,ESPN public summary API,82
M003,ZAF,Ronwen Williams,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M003,ZAF,Teboho Mokoena,starter,4,CM,4,0,,,false,false,ESPN public summary API,82
M003,ZAF,Thalente Mbatha,starter,5,RM,7,0,,,false,false,ESPN public summary API,82
M003,ZAF,Thapelo Maseko,starter,12,RF,10,0,84,,false,false,ESPN public summary API,82
M003,ZAF,Bradley Cross,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Evidence Makgopa,bench,17,SUB,0,66,,,false,false,ESPN public summary API,82
M003,ZAF,Kamogelo Sebelebele,bench,25,SUB,0,84,,,false,false,ESPN public summary API,82
M003,ZAF,Khulumani Ndamane,unused,3,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Lyle Foster,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Nkosinathi Sibisi,unused,19,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Olwethu Makhanya,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Relebohile Mofokeng,bench,10,SUB,0,45,,,false,false,ESPN public summary API,82
M003,ZAF,Ricardo Goss,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Samukele Kabini,unused,18,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Sipho Chaine,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Thabang Matuludi,unused,2,SUB,0,,,,false,false,ESPN public summary API,82
M003,ZAF,Tshepang Moremi,unused,8,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Hwang In-Beom,starter,6,CM-R,7,0,,,false,false,ESPN public summary API,82
M004,KOR,Kim Min-Jae,starter,4,CD,5,0,,,false,false,ESPN public summary API,82
M004,KOR,Kim Moon-Hwan,starter,15,RM,2,0,71,,false,false,ESPN public summary API,82
M004,KOR,Kim Seung-Gyu,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M004,KOR,Lee Gi-Hyuk,starter,3,CD-L,4,0,,,false,false,ESPN public summary API,82
M004,KOR,Lee Han-Beom,starter,2,CD-R,6,0,,,false,false,ESPN public summary API,82
M004,KOR,Lee Jae-Sung,starter,10,CF-L,11,0,57,,false,false,ESPN public summary API,82
M004,KOR,Lee Kang-In,starter,19,CF-R,10,0,,,false,false,ESPN public summary API,82
M004,KOR,Paik Seung-Ho,starter,8,CM-L,8,0,77,,false,false,ESPN public summary API,82
M004,KOR,Seol Young-Woo,starter,22,LM,3,0,71,,false,false,ESPN public summary API,82
M004,KOR,Son Heung-Min,starter,7,F,9,0,57,,false,false,ESPN public summary API,82
M004,KOR,Bae Jun-Ho,unused,17,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Cho Gue-Sung,bench,9,SUB,0,77,,,false,false,ESPN public summary API,82
M004,KOR,Cho Wi-Je,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Eom Ji-Sung,bench,25,SUB,0,71,,,false,false,ESPN public summary API,82
M004,KOR,Hwang Hee-Chan,bench,11,SUB,0,57,,,false,false,ESPN public summary API,82
M004,KOR,Jens Castrop,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Jo Hyeon-Woo,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Kim Jin-Gyu,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Kim Tae-Hyeon,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Lee Dong-Gyeong,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Lee Tae-Seok,unused,13,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Oh Hyeon-Gyu,bench,18,SUB,0,57,,,false,false,ESPN public summary API,82
M004,KOR,Park Jin-Seop,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Song Bum-Keun,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M004,KOR,Yang Hyun-Jun,bench,20,SUB,0,71,,,false,false,ESPN public summary API,82
M004,MEX,Brian Gutiérrez,starter,26,RM,7,0,71,,false,false,ESPN public summary API,82
M004,MEX,Edson Álvarez,starter,4,CD-R,5,0,,,false,false,ESPN public summary API,82
M004,MEX,Jesús Gallardo,starter,23,LB,3,0,,,false,false,ESPN public summary API,82
M004,MEX,Johan Vásquez,starter,5,CD-L,6,0,,,false,false,ESPN public summary API,82
M004,MEX,Jorge Sánchez,starter,2,RB,2,0,,,false,false,ESPN public summary API,82
M004,MEX,Julián Quiñones,starter,16,LF,11,0,84,,false,false,ESPN public summary API,82
M004,MEX,Luis Romo,starter,7,LM,8,0,71,,false,false,ESPN public summary API,82
M004,MEX,Raúl Jiménez,starter,9,F,9,0,80,,false,false,ESPN public summary API,82
M004,MEX,Raúl Rangel,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M004,MEX,Roberto Alvarado,starter,25,RF,10,0,80,,false,false,ESPN public summary API,82
M004,MEX,Érik Lira,starter,6,CM,4,0,,,false,false,ESPN public summary API,82
M004,MEX,Alexis Vega,unused,10,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Armando González,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Carlos Acevedo,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,César Huerta,bench,21,SUB,0,84,,,false,false,ESPN public summary API,82
M004,MEX,Gilberto Mora,unused,19,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Guillermo Martínez,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Guillermo Ochoa,unused,13,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Israel Reyes,bench,15,SUB,0,80,,,false,false,ESPN public summary API,82
M004,MEX,Luis Chávez,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Mateo Chávez,unused,20,SUB,0,,,,false,false,ESPN public summary API,82
M004,MEX,Obed Vargas,bench,18,SUB,0,71,,,false,false,ESPN public summary API,82
M004,MEX,Orbelín Pineda,bench,17,SUB,0,71,,,false,false,ESPN public summary API,82
M004,MEX,Santiago Gimenez,bench,11,SUB,0,80,,,false,false,ESPN public summary API,82
M004,MEX,Álvaro Fidalgo,unused,8,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Adam Hlozek,starter,9,F,9,0,64,,false,false,ESPN public summary API,82
M005,CZE,David Doudera,starter,21,LM,3,0,,,false,false,ESPN public summary API,82
M005,CZE,Denis Visinský,starter,26,CF-L,11,0,56,,false,false,ESPN public summary API,82
M005,CZE,Ladislav Krejcí,starter,7,CD-L,4,0,,,false,false,ESPN public summary API,82
M005,CZE,Lukás Cerv,starter,12,CM-R,7,0,87,,false,false,ESPN public summary API,82
M005,CZE,Matej Kovár,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M005,CZE,Michal Sadílek,starter,18,CM-L,8,0,,,false,false,ESPN public summary API,82
M005,CZE,Pavel Sulc,starter,15,CF-R,10,0,,,false,false,ESPN public summary API,82
M005,CZE,Robin Hranác,starter,4,CD,5,0,,,false,false,ESPN public summary API,82
M005,CZE,Tomás Holes,starter,3,CD-R,6,0,64,,false,false,ESPN public summary API,82
M005,CZE,Vladimír Coufal,starter,5,RM,2,0,,,false,false,ESPN public summary API,82
M005,CZE,Alexandr Sojka,bench,24,SUB,0,87,,,false,false,ESPN public summary API,82
M005,CZE,David Zima,unused,2,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Hugo Sochurek,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Jan Kuchta,unused,11,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Jaroslav Zelený,unused,20,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Jindrich Stanek,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Lukás Hornícek,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Lukás Provod,bench,17,SUB,0,56,,,false,false,ESPN public summary API,82
M005,CZE,Mojmír Chytil,unused,13,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Patrik Schick,bench,10,SUB,0,64,,,false,false,ESPN public summary API,82
M005,CZE,Stepán Chaloupek,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M005,CZE,Tomás Chorý,bench,19,SUB,0,87,,,false,false,ESPN public summary API,82
M005,CZE,Tomás Soucek,bench,22,SUB,0,64,87,,false,false,ESPN public summary API,82
M005,CZE,Vladimír Darida,unused,8,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,César Montes,starter,3,CD-R,5,0,,,false,false,ESPN public summary API,82
M005,MEX,Edson Álvarez,starter,4,CM,4,0,,,false,false,ESPN public summary API,82
M005,MEX,Gilberto Mora,starter,19,RM,7,0,72,,false,false,ESPN public summary API,82
M005,MEX,Guillermo Martínez,starter,22,F,9,0,63,,false,false,ESPN public summary API,82
M005,MEX,Israel Reyes,starter,15,CD-L,6,0,,,false,false,ESPN public summary API,82
M005,MEX,Jorge Sánchez,starter,2,RB,2,0,,,false,false,ESPN public summary API,82
M005,MEX,Julián Quiñones,starter,16,LF,11,0,,,false,false,ESPN public summary API,82
M005,MEX,Luis Romo,starter,7,LM,8,0,63,,false,false,ESPN public summary API,82
M005,MEX,Mateo Chávez,starter,20,LB,3,0,78,,false,false,ESPN public summary API,82
M005,MEX,Raúl Rangel,starter,1,G,1,0,78,,false,false,ESPN public summary API,82
M005,MEX,Roberto Alvarado,starter,25,RF,10,0,,,false,false,ESPN public summary API,82
M005,MEX,Alexis Vega,unused,10,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Armando González,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Brian Gutiérrez,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Carlos Acevedo,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,César Huerta,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Guillermo Ochoa,bench,13,SUB,0,78,,,false,false,ESPN public summary API,82
M005,MEX,Jesús Gallardo,bench,23,SUB,0,78,,,false,false,ESPN public summary API,82
M005,MEX,Johan Vásquez,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Luis Chávez,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Obed Vargas,bench,18,SUB,0,63,,,false,false,ESPN public summary API,82
M005,MEX,Orbelín Pineda,unused,17,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Raúl Jiménez,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M005,MEX,Santiago Gimenez,bench,11,SUB,0,63,,,false,false,ESPN public summary API,82
M005,MEX,Álvaro Fidalgo,bench,8,SUB,0,72,,,false,false,ESPN public summary API,82
M005,MEX,Érik Lira,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Hwang Hee-Chan,starter,11,CF-L,11,0,45,,false,false,ESPN public summary API,82
M006,KOR,Hwang In-Beom,starter,6,CM-L,8,0,,,false,false,ESPN public summary API,82
M006,KOR,Kim Min-Jae,starter,4,CD,5,0,65,,false,false,ESPN public summary API,82
M006,KOR,Kim Seung-Gyu,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M006,KOR,Lee Gi-Hyuk,starter,3,CD-L,4,0,,,false,false,ESPN public summary API,82
M006,KOR,Lee Han-Beom,starter,2,CD-R,6,0,,,false,false,ESPN public summary API,82
M006,KOR,Lee Kang-In,starter,19,CF-R,10,0,,,false,false,ESPN public summary API,82
M006,KOR,Lee Tae-Seok,starter,13,LM,3,0,45,,false,false,ESPN public summary API,82
M006,KOR,Oh Hyeon-Gyu,starter,18,F,9,0,74,,false,false,ESPN public summary API,82
M006,KOR,Paik Seung-Ho,starter,8,CM-R,7,0,45,,false,false,ESPN public summary API,82
M006,KOR,Seol Young-Woo,starter,22,RM,2,0,,,false,false,ESPN public summary API,82
M006,KOR,Bae Jun-Ho,unused,17,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Cho Gue-Sung,bench,9,SUB,0,74,,,false,false,ESPN public summary API,82
M006,KOR,Cho Wi-Je,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Eom Ji-Sung,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Jens Castrop,bench,23,SUB,0,45,,,false,false,ESPN public summary API,82
M006,KOR,Jo Hyeon-Woo,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Kim Jin-Gyu,bench,24,SUB,0,45,,,false,false,ESPN public summary API,82
M006,KOR,Kim Moon-Hwan,unused,15,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Kim Tae-Hyeon,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Lee Dong-Gyeong,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Lee Jae-Sung,unused,10,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Park Jin-Seop,bench,16,SUB,0,65,,,false,false,ESPN public summary API,82
M006,KOR,Son Heung-Min,bench,7,SUB,0,45,,,false,false,ESPN public summary API,82
M006,KOR,Song Bum-Keun,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M006,KOR,Yang Hyun-Jun,unused,20,SUB,0,,,,false,false,ESPN public summary API,82
M006,ZAF,Aubrey Modiba,starter,6,LB,3,0,,,false,false,ESPN public summary API,82
M006,ZAF,Evidence Makgopa,starter,17,F,9,0,,,false,false,ESPN public summary API,82
M006,ZAF,Ime Okon,starter,21,CD-R,5,0,,,false,false,ESPN public summary API,82
M006,ZAF,Khuliso Mudau,starter,20,RB,2,0,,,false,false,ESPN public summary API,82
M006,ZAF,Mbekezeli Mbokazi,starter,14,CD-L,6,0,,,false,false,ESPN public summary API,82
M006,ZAF,Oswin Appollis,starter,7,AM-L,11,0,62,,false,false,ESPN public summary API,82
M006,ZAF,Relebohile Mofokeng,starter,10,AM,10,0,80,,false,false,ESPN public summary API,82
M006,ZAF,Ronwen Williams,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M006,ZAF,Sphephelo Sithole,starter,13,LM,4,0,,,false,false,ESPN public summary API,82
M006,ZAF,Thalente Mbatha,starter,5,RM,8,0,,,false,false,ESPN public summary API,82
M006,ZAF,Thapelo Maseko,starter,12,AM-R,7,0,75,,false,false,ESPN public summary API,82
M006,ZAF,Bradley Cross,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M006,ZAF,Iqraam Rayners,bench,15,SUB,0,75,,,false,false,ESPN public summary API,82
M006,ZAF,Jayden Adams,bench,23,SUB,0,80,,,false,false,ESPN public summary API,82
M006,ZAF,Kamogelo Sebelebele,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
